stimId,stimCat,trialType,itSwProb,bkSwProb,task,stimLv,stimSz,response
6.0,1,1.0,20,50,2.0,1.0,1.0,2.0
39.0,4,0.0,20,50,2.0,0.0,0.0,1.0
3.0,1,1.0,80,50,1.0,1.0,1.0,1.0
4.0,1,1.0,50,50,2.0,1.0,1.0,2.0
3.0,1,0.0,80,50,2.0,1.0,1.0,2.0
40.0,4,1.0,80,50,1.0,0.0,0.0,2.0
6.0,1,0.0,20,50,1.0,1.0,1.0,1.0
4.0,1,0.0,50,50,1.0,1.0,1.0,1.0
3.0,1,1.0,80,50,2.0,1.0,1.0,2.0
6.0,1,0.0,20,50,2.0,1.0,1.0,2.0
34.0,4,0.0,50,50,2.0,0.0,0.0,1.0
6.0,1,1.0,20,50,1.0,1.0,1.0,1.0
39.0,4,0.0,20,50,1.0,0.0,0.0,2.0
40.0,4,1.0,80,50,2.0,0.0,0.0,1.0
3.0,1,0.0,80,50,2.0,1.0,1.0,2.0
3.0,1,1.0,80,50,1.0,1.0,1.0,1.0
8.0,1,1.0,50,70,2.0,1.0,1.0,2.0
31.0,4,1.0,80,70,1.0,0.0,0.0,2.0
32.0,4,1.0,80,70,2.0,0.0,0.0,1.0
10.0,1,0.0,80,70,2.0,1.0,1.0,2.0
9.0,1,1.0,80,70,1.0,1.0,1.0,1.0
8.0,1,0.0,50,70,1.0,1.0,1.0,1.0
9.0,1,1.0,80,70,2.0,1.0,1.0,2.0
31.0,4,1.0,80,70,1.0,0.0,0.0,2.0
9.0,1,0.0,80,70,1.0,1.0,1.0,1.0
8.0,1,1.0,50,70,2.0,1.0,1.0,2.0
9.0,1,1.0,80,70,1.0,1.0,1.0,1.0
10.0,1,1.0,80,70,2.0,1.0,1.0,2.0
9.0,1,1.0,80,70,1.0,1.0,1.0,1.0
31.0,4,1.0,80,70,2.0,0.0,0.0,1.0
9.0,1,1.0,80,70,1.0,1.0,1.0,1.0
10.0,1,1.0,80,70,2.0,1.0,1.0,2.0
31.0,4,1.0,80,70,1.0,0.0,0.0,2.0
10.0,1,1.0,80,70,2.0,1.0,1.0,2.0
31.0,4,1.0,80,70,1.0,0.0,0.0,2.0
8.0,1,0.0,50,70,1.0,1.0,1.0,1.0
31.0,4,1.0,80,70,2.0,0.0,0.0,1.0
31.0,4,0.0,80,70,2.0,0.0,0.0,1.0
32.0,4,0.0,80,70,2.0,0.0,0.0,1.0
9.0,1,0.0,80,70,2.0,1.0,1.0,2.0
8.0,1,0.0,50,70,2.0,1.0,1.0,2.0
10.0,1,0.0,80,70,2.0,1.0,1.0,2.0
32.0,4,1.0,80,70,1.0,0.0,0.0,2.0
31.0,4,1.0,80,70,2.0,0.0,0.0,1.0
8.0,1,0.0,50,70,2.0,1.0,1.0,2.0
8.0,1,0.0,50,70,2.0,1.0,1.0,2.0
9.0,1,1.0,80,70,1.0,1.0,1.0,1.0
9.0,1,0.0,80,70,1.0,1.0,1.0,1.0
10.0,1,1.0,80,70,2.0,1.0,1.0,2.0
8.0,1,1.0,50,70,1.0,1.0,1.0,1.0
32.0,4,1.0,80,70,2.0,0.0,0.0,1.0
31.0,4,1.0,80,70,1.0,0.0,0.0,2.0
31.0,4,1.0,80,70,2.0,0.0,0.0,1.0
10.0,1,0.0,80,70,2.0,1.0,1.0,2.0
32.0,4,1.0,80,70,1.0,0.0,0.0,2.0
9.0,1,1.0,80,70,2.0,1.0,1.0,2.0
10.0,1,1.0,80,70,1.0,1.0,1.0,1.0
10.0,1,1.0,80,70,2.0,1.0,1.0,2.0
8.0,1,0.0,50,70,2.0,1.0,1.0,2.0
10.0,1,1.0,80,70,1.0,1.0,1.0,1.0
9.0,1,1.0,80,70,2.0,1.0,1.0,2.0
32.0,4,1.0,80,70,1.0,0.0,0.0,2.0
10.0,1,1.0,80,70,2.0,1.0,1.0,2.0
8.0,1,1.0,50,70,1.0,1.0,1.0,1.0
8.0,1,0.0,50,70,1.0,1.0,1.0,1.0
9.0,1,0.0,80,70,1.0,1.0,1.0,1.0
32.0,4,1.0,80,70,2.0,0.0,0.0,1.0
10.0,1,1.0,80,70,1.0,1.0,1.0,1.0
10.0,1,0.0,80,70,1.0,1.0,1.0,1.0
10.0,1,0.0,80,70,1.0,1.0,1.0,1.0
32.0,4,1.0,80,70,2.0,0.0,0.0,1.0
32.0,4,1.0,80,70,1.0,0.0,0.0,2.0
9.0,1,1.0,80,70,2.0,1.0,1.0,2.0
32.0,4,1.0,80,70,1.0,0.0,0.0,2.0
9.0,1,1.0,80,70,2.0,1.0,1.0,2.0
32.0,4,1.0,80,70,1.0,0.0,0.0,2.0
10.0,1,1.0,80,70,2.0,1.0,1.0,2.0
32.0,4,1.0,80,70,1.0,0.0,0.0,2.0
10.0,1,1.0,80,70,2.0,1.0,1.0,2.0
32.0,4,1.0,80,70,1.0,0.0,0.0,2.0
31.0,4,0.0,80,70,1.0,0.0,0.0,2.0
32.0,4,1.0,80,70,2.0,0.0,0.0,1.0
10.0,1,1.0,80,70,1.0,1.0,1.0,1.0
32.0,4,0.0,80,70,1.0,0.0,0.0,2.0
32.0,4,1.0,80,70,2.0,0.0,0.0,1.0
8.0,1,1.0,50,70,1.0,1.0,1.0,1.0
9.0,1,1.0,80,70,2.0,1.0,1.0,2.0
9.0,1,1.0,80,70,1.0,1.0,1.0,1.0
31.0,4,1.0,80,70,2.0,0.0,0.0,1.0
10.0,1,1.0,80,70,1.0,1.0,1.0,1.0
31.0,4,1.0,80,70,2.0,0.0,0.0,1.0
32.0,4,1.0,80,70,1.0,0.0,0.0,2.0
32.0,4,1.0,80,70,2.0,0.0,0.0,1.0
8.0,1,1.0,50,70,1.0,1.0,1.0,1.0
10.0,1,0.0,80,70,1.0,1.0,1.0,1.0
8.0,1,0.0,50,70,1.0,1.0,1.0,1.0
32.0,4,0.0,80,70,1.0,0.0,0.0,2.0
31.0,4,1.0,80,70,2.0,0.0,0.0,1.0
8.0,1,0.0,50,70,2.0,1.0,1.0,2.0
8.0,1,1.0,50,70,1.0,1.0,1.0,1.0
10.0,1,0.0,80,70,1.0,1.0,1.0,1.0
31.0,4,1.0,80,70,2.0,0.0,0.0,1.0
8.0,1,0.0,50,70,2.0,1.0,1.0,2.0
9.0,1,1.0,80,70,1.0,1.0,1.0,1.0
9.0,1,1.0,80,70,2.0,1.0,1.0,2.0
8.0,1,1.0,50,70,1.0,1.0,1.0,1.0
32.0,4,1.0,80,70,2.0,0.0,0.0,1.0
31.0,4,1.0,80,70,1.0,0.0,0.0,2.0
31.0,4,1.0,80,70,2.0,0.0,0.0,1.0
8.0,1,1.0,50,70,1.0,1.0,1.0,1.0
10.0,1,1.0,80,70,2.0,1.0,1.0,2.0
8.0,1,0.0,50,70,2.0,1.0,1.0,2.0
31.0,4,1.0,80,70,1.0,0.0,0.0,2.0
32.0,4,1.0,80,70,2.0,0.0,0.0,1.0
32.0,4,0.0,80,70,2.0,0.0,0.0,1.0
8.0,1,1.0,50,70,1.0,1.0,1.0,1.0
32.0,4,1.0,80,70,2.0,0.0,0.0,1.0
9.0,1,1.0,80,70,1.0,1.0,1.0,1.0
31.0,4,1.0,80,70,2.0,0.0,0.0,1.0
32.0,4,1.0,80,70,1.0,0.0,0.0,2.0
8.0,1,1.0,50,70,2.0,1.0,1.0,2.0
9.0,1,1.0,80,70,1.0,1.0,1.0,1.0
10.0,1,1.0,80,70,2.0,1.0,1.0,2.0
9.0,1,1.0,80,70,1.0,1.0,1.0,1.0
31.0,4,1.0,80,70,2.0,0.0,0.0,1.0
10.0,1,1.0,80,70,1.0,1.0,1.0,1.0
31.0,4,1.0,80,70,2.0,0.0,0.0,1.0
9.0,1,1.0,80,70,1.0,1.0,1.0,1.0
32.0,4,0.0,80,70,1.0,0.0,0.0,2.0
10.0,1,0.0,80,70,1.0,1.0,1.0,1.0
8.0,1,1.0,50,70,2.0,1.0,1.0,2.0
31.0,4,1.0,80,70,1.0,0.0,0.0,2.0
32.0,4,0.0,80,70,1.0,0.0,0.0,2.0
32.0,4,1.0,80,70,2.0,0.0,0.0,1.0
9.0,1,1.0,80,70,1.0,1.0,1.0,1.0
32.0,4,0.0,80,70,1.0,0.0,0.0,2.0
9.0,1,1.0,80,70,2.0,1.0,1.0,2.0
31.0,4,0.0,80,70,2.0,0.0,0.0,1.0
9.0,1,1.0,80,70,1.0,1.0,1.0,1.0
31.0,4,1.0,80,70,2.0,0.0,0.0,1.0
9.0,1,1.0,80,70,1.0,1.0,1.0,1.0
9.0,1,1.0,80,70,2.0,1.0,1.0,2.0
32.0,4,1.0,80,70,1.0,0.0,0.0,2.0
32.0,4,1.0,80,70,2.0,0.0,0.0,1.0
9.0,1,1.0,80,70,1.0,1.0,1.0,1.0
8.0,1,1.0,50,70,2.0,1.0,1.0,2.0
32.0,4,1.0,80,70,1.0,0.0,0.0,2.0
9.0,1,1.0,80,70,2.0,1.0,1.0,2.0
31.0,4,1.0,80,70,1.0,0.0,0.0,2.0
9.0,1,0.0,80,70,1.0,1.0,1.0,1.0
31.0,4,1.0,80,70,2.0,0.0,0.0,1.0
8.0,1,1.0,50,70,1.0,1.0,1.0,1.0
10.0,1,1.0,80,70,2.0,1.0,1.0,2.0
31.0,4,1.0,80,70,1.0,0.0,0.0,2.0
32.0,4,1.0,80,70,2.0,0.0,0.0,1.0
8.0,1,0.0,50,70,2.0,1.0,1.0,2.0
32.0,4,1.0,80,70,1.0,0.0,0.0,2.0
10.0,1,1.0,80,70,2.0,1.0,1.0,2.0
8.0,1,0.0,50,70,2.0,1.0,1.0,2.0
10.0,1,1.0,80,70,1.0,1.0,1.0,1.0
8.0,1,0.0,50,70,1.0,1.0,1.0,1.0
8.0,1,1.0,50,70,2.0,1.0,1.0,2.0
10.0,1,1.0,80,70,1.0,1.0,1.0,1.0
9.0,1,1.0,80,70,2.0,1.0,1.0,2.0
31.0,4,0.0,80,70,2.0,0.0,0.0,1.0
31.0,4,1.0,80,70,1.0,0.0,0.0,2.0
8.0,1,0.0,50,70,1.0,1.0,1.0,1.0
10.0,1,1.0,80,70,2.0,1.0,1.0,2.0
10.0,1,1.0,80,70,1.0,1.0,1.0,1.0
10.0,1,1.0,80,70,2.0,1.0,1.0,2.0
9.0,1,0.0,80,70,2.0,1.0,1.0,2.0
10.0,1,1.0,80,70,1.0,1.0,1.0,1.0
31.0,4,0.0,80,70,1.0,0.0,0.0,2.0
31.0,4,1.0,80,70,2.0,0.0,0.0,1.0
9.0,1,0.0,80,70,2.0,1.0,1.0,2.0
32.0,4,1.0,80,70,1.0,0.0,0.0,2.0
9.0,1,1.0,80,70,2.0,1.0,1.0,2.0
10.0,1,1.0,80,70,1.0,1.0,1.0,1.0
31.0,4,0.0,80,70,1.0,0.0,0.0,2.0
32.0,4,1.0,80,70,2.0,0.0,0.0,1.0
8.0,1,1.0,50,70,1.0,1.0,1.0,1.0
9.0,1,1.0,80,70,2.0,1.0,1.0,2.0
10.0,1,1.0,80,70,1.0,1.0,1.0,1.0
8.0,1,0.0,50,70,1.0,1.0,1.0,1.0
8.0,1,1.0,50,70,2.0,1.0,1.0,2.0
8.0,1,0.0,50,70,2.0,1.0,1.0,2.0
9.0,1,1.0,80,70,1.0,1.0,1.0,1.0
10.0,1,1.0,80,70,2.0,1.0,1.0,2.0
10.0,1,1.0,80,70,1.0,1.0,1.0,1.0
8.0,1,0.0,50,70,1.0,1.0,1.0,1.0
31.0,4,0.0,80,70,1.0,0.0,0.0,2.0
9.0,1,1.0,80,70,2.0,1.0,1.0,2.0
8.0,1,0.0,50,70,2.0,1.0,1.0,2.0
31.0,4,1.0,80,70,1.0,0.0,0.0,2.0
8.0,1,1.0,50,70,2.0,1.0,1.0,2.0
31.0,4,0.0,80,70,2.0,0.0,0.0,1.0
10.0,1,1.0,80,70,1.0,1.0,1.0,1.0
9.0,1,1.0,80,70,2.0,1.0,1.0,2.0
32.0,4,1.0,80,70,1.0,0.0,0.0,2.0
31.0,4,1.0,80,70,2.0,0.0,0.0,1.0
8.0,1,1.0,50,70,1.0,1.0,1.0,1.0
10.0,1,1.0,80,70,2.0,1.0,1.0,2.0
9.0,1,1.0,80,70,1.0,1.0,1.0,1.0
32.0,4,1.0,80,70,2.0,0.0,0.0,1.0
31.0,4,1.0,80,70,1.0,0.0,0.0,2.0
31.0,4,1.0,80,70,2.0,0.0,0.0,1.0
32.0,4,1.0,80,70,1.0,0.0,0.0,2.0
32.0,4,1.0,80,70,2.0,0.0,0.0,1.0
32.0,4,0.0,80,70,2.0,0.0,0.0,1.0
9.0,1,0.0,80,70,2.0,1.0,1.0,2.0
10.0,1,1.0,80,70,1.0,1.0,1.0,1.0
8.0,1,1.0,50,70,2.0,1.0,1.0,2.0
31.0,4,1.0,80,70,1.0,0.0,0.0,2.0
10.0,1,1.0,80,70,2.0,1.0,1.0,2.0
31.0,4,1.0,80,70,1.0,0.0,0.0,2.0
8.0,1,0.0,50,70,1.0,1.0,1.0,1.0
